data_collection_year,geo_level_1,geo_level_2,geo_level_3,geo_level_4,geo_level_5,geo_level_6,geo_level_7,water_point_id,num_families_in_community,families_with_access_to_improved_water,families_without_access_to_improved_water,water_point_type,age_since_original_construction,risk_based_on_age,risk_based_on_current_condition,level_of_service,level_of_priority_to_repair_or_replace,level_of_service_score,alert,components,recommended_activity,remaining_lifespan_of_spring_protection,remaining_lifespan_of_taps,remaining_lifespan_of_well,remaining_lifespan_of_pump,remaining_lifespan_of_apron,state_of_spring_protection,state_of_taps,state_of_well,state_of_pump,state_of_apron,overall_state_of_water_point,water_point_improved,source_protected,number_of_users_meets_govt_standard,adequate_water_quality,adequate_water_quantity,out_of_service_one_day_or_less_in_past_month,water_available_from_point_on_day_of_visit,water_point_in_good_overall_condition,presense_of_spring_protection,year_spring_protection_constructed_or_reconstructed,presense_of_tap,year_taps_constructed_or_reconstructed,presense_of_well,year_well_constructed_or_reconstructed,presense_of_pump,year_pump_constructed_or_reconstructed,presense_of_apron,year_apron_constructed_or_reconstructed,days_out_of_service_in_last_year
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Phe 6 Handpump,2008,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,11,1,11, , ,1,1,2,1,1,1,0,0,0,1,1,1, , , , ,1,2008,1,2008,1,2008,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Mark Ii Handpump,2011,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,14,4,14, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2011,1,2011,1,2011,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Temple Pump (Mandir Pump),1955,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-42,7,17, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,1955,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Temple Pump (Mandir Pump),2015,Low Risk,Low Risk,Basic Level of Service,Medium Priority,4,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,2015,1,2015,1,2015,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Mark Ii Handpump,2013,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,20, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2013,1,2013,1,2017,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,8,20, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2014,1,2015,1,2017,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Mark Ii Handpump,2017,Low Risk,Low Risk,Basic Level of Service,Medium Priority,4,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,20,10, , , ,1,1, ,1,1,0,0,0,0,1,1,1, , , , ,1,2017,1,2017,0, ,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Narayani Abad,, ,926,926, ,Phe 6 Handpump,2009,Low Risk,Low Risk,Basic Level of Service,Medium Priority,4,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,12,7,17, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,2009,1,2014,1,2014,9
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Natendrapur,, ,795,795, ,Temple Pump (Mandir Pump),1970,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-27,6,16, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,1970,1,2013,1,2013,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Natendrapur,, ,795,795, ,Temple Pump (Mandir Pump),2010,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,13,3,13, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2010,1,2010,1,2010,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Natendrapur,, ,795,795, ,Temple Pump (Mandir Pump),2014,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2014,1,2014,1,2014,1
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Natendrapur,, ,795,795, ,Phe 6 Handpump,2000,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,3,8,18, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2000,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Natendrapur,, ,795,795, ,Temple Pump (Mandir Pump),2000,High Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Well, Pump, Apron",Further Technical Diagnostic Needed , , ,3,-7,3, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,2000,1,2000,1,2000,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Gangasagar,Natendrapur,, ,795,795, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Basic Level of Service,Medium Priority,4,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,0,0,0,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Bakultala,, ,300,300, ,Phe 6 Handpump,2012,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2012,1,2012,1,2012,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Bakultala,, ,300,300, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9, , , ,1,1, ,1,1,1,0,0,0,1,1,1, , , , ,1,2016,1,2016,0, ,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Bakultala,, ,300,300, ,Temple Pump (Mandir Pump),1985,High Risk,Medium Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-12,5,17, , ,2,1,1,2,1,1,0,0,0,1,1,0, , , , ,1,1985,1,2012,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Bakultala,, ,300,300, ,Temple Pump (Mandir Pump),2012,Medium Risk,Medium Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,18, , ,2,1,1,2,1,1,0,0,0,1,1,0, , , , ,1,2012,1,2012,1,2015,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Chapatala,, ,360,360, ,Temple Pump (Mandir Pump),1992,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-5,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1992,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Chapatala,, ,360,360, ,Temple Pump (Mandir Pump),1992,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-5,6,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1992,1,2013,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Chapatala,, ,360,360, ,Temple Pump (Mandir Pump),2007,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,4,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,10,7,17, , ,2,1,1,2,1,1,1,0,0,0,1,0, , , , ,1,2007,1,2014,1,2014,16
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Chapatala,, ,360,360, ,Mark Ii Handpump,2012,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,2,1,1,1,1,0,0,0,1,1, , , , ,1,2012,1,2012,1,2012,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Chapatala,, ,360,360, ,Temple Pump (Mandir Pump),2009,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,12,7,19, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2009,1,2014,1,2016,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Chapatala,, ,360,360, ,Mark Ii Handpump,2015,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,19, , ,2,1,1,2,1,1,1,0,0,1,1,0, , , , ,1,2015,1,2015,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Chapatala,, ,360,360, ,Temple Pump (Mandir Pump),2012,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,18, , ,1,1,2,1,1,1,1,0,0,1,1,1, , , , ,1,2012,1,2012,1,2015,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Chapatala,, ,360,360, ,Temple Pump (Mandir Pump),1994,High Risk,High Risk,Basic Level of Service,High Priority,5,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-3,2,17, , ,3,1,1,1,1,1,1,0,0,1,0,1, , , , ,1,1994,1,2009,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Chapatala,, ,360,360, ,Temple Pump (Mandir Pump),1978,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-19,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1978,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Chapatala,, ,360,360, ,Temple Pump (Mandir Pump),2009,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,12,2,19, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2009,1,2009,1,2016,9
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Chapatala,, ,360,360, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Fulbari,, ,350,350, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Fulbari,, ,350,350, ,Mark Ii Handpump,2013,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,2,1,2,1,1,1,0,0,1,1,0, , , , ,1,2013,1,2013,1,2013,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Fulbari,, ,350,350, ,Temple Pump (Mandir Pump),2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Fulbari,, ,350,350, ,Temple Pump (Mandir Pump),2010,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,13,9,19, , ,2,2,1,2,1,1,1,0,0,1,1,0, , , , ,1,2010,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Fulbari,, ,350,350, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Fulbari,, ,350,350, ,Temple Pump (Mandir Pump),1998,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,1,8,19, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,1998,1,2015,1,2016,16
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Fulbari,, ,350,350, ,Temple Pump (Mandir Pump),2014,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,18, , ,2,1,1,2,1,1,1,0,0,1,1,0, , , , ,1,2014,1,2014,1,2015,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Fulbari,, ,350,350, ,Phe 6 Handpump,2016,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9, , , ,1,1, ,1,1,0,1,0,0,1,1,1, , , , ,1,2016,1,2016,0, ,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Fulbari,, ,350,350, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Fulbari,, ,350,350, ,Temple Pump (Mandir Pump),2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Handelketki,, ,250,250, ,Phe 6 Handpump,2012,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,15,9,19, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2012,1,2016,1,2016,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Handelketki,, ,250,250, ,Temple Pump (Mandir Pump),2012,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,15,7,17, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2012,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Handelketki,, ,250,250, ,Mark Ii Handpump,2010,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,13,9,19, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2010,1,2016,1,2016,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Handelketki,, ,250,250, ,Temple Pump (Mandir Pump),2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Handelketki,, ,250,250, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2014,1,2015,1,2015,1
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Handelketki,, ,250,250, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,2,1,1,1,1,1,0,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Handelketki,, ,250,250, ,Temple Pump (Mandir Pump),2000,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,3,9,19, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2000,1,2016,1,2016,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Handelketki,, ,250,250, ,Temple Pump (Mandir Pump),1980,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-17,9,19, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,1980,1,2016,1,2016,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Handelketki,, ,250,250, ,Temple Pump (Mandir Pump),1992,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-5,9,19, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,1992,1,2016,1,2016,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Handelketki,, ,250,250, ,Mark Ii Handpump,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kachuberia,, ,350,350, ,Temple Pump (Mandir Pump),2002,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,5,8,18, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2002,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kachuberia,, ,350,350, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Basic Level of Service,Medium Priority,4,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,2,1,1,0,0,0,1,1,0, , , , ,1,2014,1,2014,1,2014,1
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kachuberia,, ,350,350, ,Temple Pump (Mandir Pump),1985,High Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,-12,5,15, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,1985,1,2012,1,2012,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kachuberia,, ,350,350, ,Temple Pump (Mandir Pump),1976,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-21,10,15, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,1976,1,2017,1,2012,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kachuberia,, ,350,350, ,Mark Ii Handpump,2011,Medium Risk,Medium Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,14,4,14, , ,1,1,2,2,1,1,0,0,0,1,1,0, , , , ,1,2011,1,2011,1,2011,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kachuberia,, ,350,350, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,0,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kachuberia,, ,350,350, ,Temple Pump (Mandir Pump),2012,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,19, , ,1,1,1,1,1,1,0,0,0,0,1,1, , , , ,1,2012,1,2012,1,2016,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kastala,, ,300,300, ,Mark Ii Handpump,2014,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,2,2,1,2,1,1,1,0,0,1,1,0, , , , ,1,2014,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kastala,, ,300,300, ,Temple Pump (Mandir Pump),2009,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,12,7,17, , ,1,1,2,1,1,1,1,0,0,0,1,1, , , , ,1,2009,1,2014,1,2014,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kastala,, ,300,300, ,Temple Pump (Mandir Pump),2002,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,5,5,15, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2002,1,2012,1,2012,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kastala,, ,300,300, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kastala,, ,300,300, ,Mark Ii Handpump,2014,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,2,1,2,2,1,1,1,0,0,1,1,0, , , , ,1,2014,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kastala,, ,300,300, ,Mark Ii Handpump,2013,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,2,1,1,2,1,1,1,0,0,1,1,0, , , , ,1,2013,1,2013,1,2013,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kastala,, ,300,300, ,Mark Ii Handpump,2014,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,8,18, , ,2,1,1,2,1,1,1,0,0,1,1,0, , , , ,1,2014,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kastala,, ,300,300, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kastala,, ,300,300, ,Mark Ii Handpump,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kastala,, ,300,300, ,Temple Pump (Mandir Pump),1985,Medium Risk,Medium Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-12,8,19, , ,2,1,1,2,1,1,1,0,0,0,1,0, , , , ,1,1985,1,2015,1,2016,4
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kastala,, ,300,300, ,Temple Pump (Mandir Pump),1985,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-12,7,12, , ,1,1,2,1,1,1,1,0,0,0,1,1, , , , ,1,1985,1,2014,1,2009,9
2017,India,West Bengal,South 24 Parganas,Sagar Island,Mg I,Kastala,, ,300,300, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2014,1,2014,1,2014,9
